Statistik från Skolverket, https://www.skolverket.se

Grundskola - Antal elever per årskurs
Valt läsår: 2025/26

Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Elever, årskurs 1-9;Andel (%) flickor, årskurs 1-9;Andel (%) elever med utländsk bakgrund, åk 1-9;Andel (%) elever med föräldrar med eftergymnasial utb., åk 1-9;Elever, årskurs 1;Elever, årskurs 2;Elever, årskurs 3;Elever, årskurs 4;Elever, årskurs 5;Elever, årskurs 6;Elever, årskurs 7;Elever, årskurs 8;Elever, årskurs 9;Socioekonomisk områdestyp;
Sunnerstaskolan;99536619;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;484;45,0;17,6;90,9;112;107;112;87;66;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Sverkerskolan;21969379;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;805;48,8;22,0;82,2;83;84;83;91;93;90;95;93;93;Områden med goda socioekonomiska förutsättningar;
Tiundaskolan;53847396;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;618;48,4;33,3;71,7;20;24;23;62;79;55;111;102;142;Områden med goda socioekonomiska förutsättningar;
Treklangens skola;30655993;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;266;48,1;85,7;39,1;61;49;55;54;47;.;.;.;.;Områden med socioekonomiska utmaningar;
Tuna skola;26666728;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;120;40,8;4,2;55,8;19;8;12;13;17;11;14;13;13;Områden med goda socioekonomiska förutsättningar;
Tunabergsskolan;54742485;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;569;44,5;11,4;77,7;.;.;.;.;.;149;147;152;121;Områden med goda socioekonomiska förutsättningar;
Uppsävjaskolan;92938213;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;270;52,2;15,2;88,9;51;48;54;52;65;.;.;.;.;Områden med mycket goda socioekonomiska förutsättningar;
Vaksalaskolan;28006480;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;513;51,9;27,3;76,6;53;55;55;57;58;59;58;59;59;Områden med goda socioekonomiska förutsättningar;
Valsätraskolan;56446888;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;849;50,9;47,3;74,1;67;70;54;82;96;85;116;131;148;Områden med goda socioekonomiska förutsättningar;
Vattholmaskolan;50591943;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;150;50,0;4,0;76,0;25;31;23;22;29;20;.;.;.;Områden med mycket goda socioekonomiska förutsättningar;
von Bahrs skola;17250578;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;527;45,0;72,3;45,0;53;42;34;50;46;68;83;76;75;Socioekonomiskt blandade områden;
Vänge skola;61824203;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;275;45,8;13,1;73,8;39;50;47;48;47;44;.;.;.;Uppgift saknas;
Västra Stenhagenskolan;48134074;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;313;47,6;34,2;61,0;.;.;.;.;.;.;117;101;95;Socioekonomiskt blandade områden;
Växthusets skola;87542831;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;175;55,4;72,6;38,3;41;30;47;32;25;.;.;.;.;Områden med stora socioekonomiska utmaningar;
Ångelstaskolan;64760168;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;274;48,2;8,0;82,5;55;56;56;56;51;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Årstaskolan;79320489;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;376;49,5;29,0;63,8;74;83;72;74;73;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Ärentunaskolan;64800741;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;479;44,7;10,4;76,2;.;.;.;.;.;.;147;174;158;Områden med goda socioekonomiska förutsättningar;
Östra Stenhagenskolan;18020988;Uppsala;0380;Kommunal;Uppsala kommun;2120003005;401;47,9;50,6;61,1;60;60;69;77;80;55;.;.;.;Socioekonomiskt blandade områden;
Uppsala Montessoriskola;60186012;Uppsala;0380;Enskild;Uppsala Montessoriskola AB;5565527354;62;41,9;53,2;82,3;27;13;22;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Älghults Friskola;52461444;Uppvidinge;0760;Enskild;Fria 48:an Ekonomisk förening;7696125579;48;45,8;35,4;47,9;11;3;6;7;10;11;.;.;.;Socioekonomiskt blandade områden;
Alstermoskolan;51633869;Uppvidinge;0760;Kommunal;Uppvidinge kommun;2120000605;72;58,3;43,1;55,6;13;7;11;19;11;11;.;.;.;Socioekonomiskt blandade områden;
Lenhovdaskolan;55214368;Uppvidinge;0760;Kommunal;Uppvidinge kommun;2120000605;123;51,2;19,5;43,9;22;22;22;18;21;18;.;.;.;Socioekonomiskt blandade områden;
Nottebäckskolan;57675334;Uppvidinge;0760;Kommunal;Uppvidinge kommun;2120000605;122;48,4;14,8;49,2;26;23;21;20;18;14;.;.;.;Socioekonomiskt blandade områden;
Åsedaskolan 7-9;75658239;Uppvidinge;0760;Kommunal;Uppvidinge kommun;2120000605;173;48,6;30,6;45,7;.;.;.;.;.;.;60;53;60;Områden med socioekonomiska utmaningar;
Åsedaskolan F-6;69306171;Uppvidinge;0760;Kommunal;Uppvidinge kommun;2120000605;240;54,2;35,8;45,0;39;30;47;31;54;39;.;.;.;Områden med socioekonomiska utmaningar;
Älghultskolan;73077490;Uppvidinge;0760;Kommunal;Uppvidinge kommun;2120000605;104;48,1;28,8;48,1;.;.;.;.;.;.;33;32;39;Socioekonomiskt blandade områden;
Katarinaskolan;31782778;Vadstena;0584;Kommunal;Vadstena kommun;2120002825;228;49,1;11,8;61,8;.;.;.;63;83;82;.;.;.;Uppgift saknas;
Petrus Magni skola;21550555;Vadstena;0584;Kommunal;Vadstena kommun;2120002825;220;49,5;12,3;64,1;.;.;.;.;.;.;83;77;60;Socioekonomiskt blandade områden;
S:t Persskolan;14324836;Vadstena;0584;Kommunal;Vadstena kommun;2120002825;225;50,7;14,7;60,0;69;69;87;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Tofthagaskolan;58128691;Vaggeryd;0665;Enskild;Tofthaga förskola och skola ekonomisk förening;7164035912;78;59,0;..;76,9;14;15;8;15;13;13;.;.;.;Uppgift saknas;
Bondstorps skola;38030036;Vaggeryd;0665;Kommunal;Vaggeryds kommun;2120000522;14;..;..;64,3;8;4;2;.;.;.;.;.;.;Uppgift saknas;
Byarums skola;82420962;Vaggeryd;0665;Kommunal;Vaggeryds kommun;2120000522;40;37,5;..;72,5;15;9;16;.;.;.;.;.;.;Uppgift saknas;
Fågelforsskolan 7-9;38944084;Vaggeryd;0665;Kommunal;Vaggeryds kommun;2120000522;233;50,2;26,2;65,2;.;.;.;.;.;.;70;83;80;Områden med socioekonomiska utmaningar;
Fågelforsskolan F-6;52839848;Vaggeryd;0665;Kommunal;Vaggeryds kommun;2120000522;173;51,4;45,1;52,0;27;16;33;32;31;34;.;.;.;Områden med socioekonomiska utmaningar;
Götafors skola;90591096;Vaggeryd;0665;Kommunal;Vaggeryds kommun;2120000522;140;45,7;17,9;81,4;49;46;45;.;.;.;.;.;.;Uppgift saknas;
Hjortsjöskolan 4-6;48965568;Vaggeryd;0665;Kommunal;Vaggeryds kommun;2120000522;274;49,6;18,2;62,4;.;.;.;94;83;97;.;.;.;Områden med goda socioekonomiska förutsättningar;
Hjortsjöskolan 7-9;95197505;Vaggeryd;0665;Kommunal;Vaggeryds kommun;2120000522;349;52,7;20,6;53,9;.;.;.;.;.;.;119;122;108;Områden med goda socioekonomiska förutsättningar;
Hoks skola;95093042;Vaggeryd;0665;Kommunal;Vaggeryds kommun;2120000522;87;50,6;10,3;60,9;13;20;21;16;17;.;.;.;.;Områden med socioekonomiska utmaningar;
Klevshults skola;85555052;Vaggeryd;0665;Kommunal;Vaggeryds kommun;2120000522;15;~100;33,3;46,7;7;2;6;.;.;.;.;.;.;Uppgift saknas;
Sörgårdsskolan;47307357;Vaggeryd;0665;Kommunal;Vaggeryds kommun;2120000522;215;47,9;23,7;60,0;34;33;39;36;31;42;.;.;.;Områden med goda socioekonomiska förutsättningar;
Östra skolan;60778543;Vaggeryd;0665;Kommunal;Vaggeryds kommun;2120000522;147;44,9;32,7;55,8;57;43;47;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Tryserums friskola;49944790;Valdemarsvik;0563;Enskild;Tryserums Friskola Aktiebolag;5564809712;68;50,0;..;48,5;14;12;13;13;10;6;.;.;.;Uppgift saknas;
Gusums skola;27934323;Valdemarsvik;0563;Kommunal;Valdemarsviks kommun;2120000431;74;56,8;17,6;48,6;22;14;10;7;15;6;.;.;.;Uppgift saknas;
Ringarums skola;73537142;Valdemarsvik;0563;Kommunal;Valdemarsviks kommun;2120000431;85;51,8;..;48,2;15;17;11;10;16;16;.;.;.;Socioekonomiskt blandade områden;
Sörbyskolan;79192071;Valdemarsvik;0563;Kommunal;Valdemarsviks kommun;2120000431;112;49,1;17,0;44,6;31;48;33;.;.;.;.;.;.;Uppgift saknas;
Vammarskolan 4-9;53620708;Valdemarsvik;0563;Kommunal;Valdemarsviks kommun;2120000431;290;44,8;23,1;51,7;.;.;.;41;27;36;64;63;59;Socioekonomiskt blandade områden;
Aktiviaskolan;48184058;Vallentuna;0115;Enskild;Aktivia AB;5567812069;34;73,5;14,7;61,8;.;.;.;.;.;2;6;10;16;Områden med goda socioekonomiska förutsättningar;
Aktiviaskolan Enhet Eken;28145722;Vallentuna;0115;Enskild;Aktivia AB;5567812069;49;32,7;12,2;61,2;.;.;.;.;.;20;11;18;.;Områden med goda socioekonomiska förutsättningar;
Vallentuna internationella montessoriskola;71375812;Vallentuna;0115;Enskild;Montessori Förskolor och Skolor i Sverige AB;5591658975;47;61,7;25,5;70,2;5;9;9;9;7;8;.;.;.;Områden med goda socioekonomiska förutsättningar;
Vallentuna Friskola;72378947;Vallentuna;0115;Enskild;Vallentuna Friskola AB;5565736187;247;55,9;5,7;72,9;.;.;.;.;.;56;57;81;53;Områden med goda socioekonomiska förutsättningar;
Bällstabergsskolan;52293921;Vallentuna;0115;Kommunal;Vallentuna kommun;2120000027;397;50,9;11,6;84,9;34;49;44;48;40;49;30;50;53;Områden med mycket goda socioekonomiska förutsättningar;
Gustav Vasaskolan;33565539;Vallentuna;0115;Kommunal;Vallentuna kommun;2120000027;182;40,1;5,5;75,8;35;23;36;30;45;13;.;.;.;Områden med goda socioekonomiska förutsättningar;
Hagaskolan;84520303;Vallentuna;0115;Kommunal;Vallentuna kommun;2120000027;771;48,5;17,1;74,8;85;82;84;83;87;90;86;86;88;Områden med goda socioekonomiska förutsättningar;
Karbyskolan;57370453;Vallentuna;0115;Kommunal;Vallentuna kommun;2120000027;172;49,4;12,8;62,8;27;38;32;30;27;18;.;.;.;Områden med goda socioekonomiska förutsättningar;
Karlslundsskolan;11193969;Vallentuna;0115;Kommunal;Vallentuna kommun;2120000027;442;45,2;20,6;69,2;31;30;40;47;62;29;73;49;81;Områden med goda socioekonomiska förutsättningar;
Kårsta skola;84103650;Vallentuna;0115;Kommunal;Vallentuna kommun;2120000027;61;39,3;13,1;49,2;14;12;9;13;13;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Lovisedalsskolan;29278599;Vallentuna;0115;Kommunal;Vallentuna kommun;2120000027;676;45,9;12,9;85,7;80;76;72;81;74;79;79;61;74;Områden med mycket goda socioekonomiska förutsättningar;
Rosendalsskolan;63742407;Vallentuna;0115;Kommunal;Vallentuna kommun;2120000027;705;47,8;22,6;65,8;72;76;79;97;63;78;83;76;81;Områden med goda socioekonomiska förutsättningar;
Vittra Vallentuna;46206050;Vallentuna;0115;Enskild;Vittraskolorna AB;5564586716;450;49,3;17,1;81,3;41;45;53;56;47;49;56;50;53;Områden med mycket goda socioekonomiska förutsättningar;
Olympicaskolan i Skålö;21332837;Vansbro;2021;Enskild;Olympica AB;5565938700;59;50,8;10,2;52,5;7;10;13;12;10;7;.;.;.;Områden med goda socioekonomiska förutsättningar;
Berghedens skola;92323583;Vansbro;2021;Kommunal;Vansbro kommun;2120002130;58;56,9;..;50,0;8;10;5;8;16;11;.;.;.;Områden med goda socioekonomiska förutsättningar;
Myrbacka skola;87125462;Vansbro;2021;Kommunal;Vansbro kommun;2120002130;74;52,7;8,1;48,6;.;.;.;30;19;25;.;.;.;Uppgift saknas;
Nederborgs skola;57886808;Vansbro;2021;Kommunal;Vansbro kommun;2120002130;67;47,8;11,9;52,2;16;22;29;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Parkskolan;95672225;Vansbro;2021;Kommunal;Vansbro kommun;2120002130;71;47,9;33,8;40,8;18;31;22;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Smedbergsskolan 4-9;20545871;Vansbro;2021;Kommunal;Vansbro kommun;2120002130;290;49,3;20,3;43,1;.;.;.;23;24;27;74;72;70;Socioekonomiskt blandade områden;
Broholmskolan Jung;28319392;Vara;1470;Enskild;Broholm Education AB;5594148594;47;61,7;14,9;59,6;5;16;6;9;3;8;.;.;.;Socioekonomiskt blandade områden;
Alléskolan;45270097;Vara;1470;Kommunal;Vara kommun;2120002924;374;46,8;18,2;51,6;.;.;.;.;.;.;129;112;133;Områden med socioekonomiska utmaningar;
Arentorps skola;76523419;Vara;1470;Kommunal;Vara kommun;2120002924;116;50,9;8,6;50,0;15;18;31;14;17;21;.;.;.;Uppgift saknas;
Larv Tråvad skola;69387160;Vara;1470;Kommunal;Vara kommun;2120002924;100;55,0;14,0;51,0;16;15;16;21;10;22;.;.;.;Socioekonomiskt blandade områden;
Levene skola;87282627;Vara;1470;Kommunal;Vara kommun;2120002924;88;36,4;8,0;50,0;13;14;12;12;20;17;.;.;.;Uppgift saknas;
Nästegårdsskolan fsk-åk6;30527685;Vara;1470;Kommunal;Vara kommun;2120002924;203;54,2;22,2;44,8;42;34;28;33;23;43;.;.;.;Områden med socioekonomiska utmaningar;
Nästegårdsskolan åk7-åk9;30499176;Vara;1470;Kommunal;Vara kommun;2120002924;173;49,1;17,9;42,8;.;.;.;.;.;.;56;52;65;Områden med socioekonomiska utmaningar;
Parkskolan;79210663;Vara;1470;Kommunal;Vara kommun;2120002924;170;48,2;27,6;42,4;.;.;.;56;56;58;.;.;.;Områden med socioekonomiska utmaningar;
Torsgårdsskolan;90185249;Vara;1470;Kommunal;Vara kommun;2120002924;145;48,3;21,4;50,3;45;48;52;.;.;.;.;.;.;Områden med socioekonomiska utmaningar;
Vedums skola;12902856;Vara;1470;Kommunal;Vara kommun;2120002924;112;46,4;12,5;52,7;25;18;15;20;18;16;.;.;.;Socioekonomiskt blandade områden;
Stiftelsen Önums friskola;62111546;Vara;1470;Enskild;Önums Friskola;8684010559;77;48,1;6,5;48,1;8;13;13;13;15;15;.;.;.;Socioekonomiskt blandade områden;
Kunskapsskolan Varberg;52846430;Varberg;1383;Enskild;Kunskapsskolan i Sverige Aktiebolag;5565661815;323;54,2;16,1;81,4;.;.;.;25;25;56;63;73;81;Områden med goda socioekonomiska förutsättningar;
Nyhemsskolan Varbergs Krist sk;74843338;Varberg;1383;Enskild;Nyhemsskolan-Varbergs Kristna Skola, ekonomisk förening;7696068431;150;51,3;16,7;84,0;13;10;15;15;18;21;16;21;21;Områden med goda socioekonomiska förutsättningar;
Almers skola 4-9 och fritidshem;39690579;Varberg;1383;Kommunal;Varbergs kommun;2120001249;302;43,4;31,8;67,2;.;.;.;19;48;66;50;51;68;Uppgift saknas;
Ankarskolan 4-9;68653982;Varberg;1383;Kommunal;Varbergs kommun;2120001249;365;47,4;7,7;72,9;.;.;.;53;60;59;60;60;73;Områden med goda socioekonomiska förutsättningar;
Ankarskolan F-3 och fritidshem;38621807;Varberg;1383;Kommunal;Varbergs kommun;2120001249;157;45,9;10,2;77,7;50;45;62;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Björkedalsskolan;38730714;Varberg;1383;Kommunal;Varbergs kommun;2120001249;11;..;..;54,5;.;.;.;.;.;.;.;5;6;Områden med goda socioekonomiska förutsättningar;
Bläshammar skola F-6 och fritidshem;54709952;Varberg;1383;Kommunal;Varbergs kommun;2120001249;308;50,0;9,1;77,9;50;46;55;50;63;44;.;.;.;Uppgift saknas;
Bockstensskolan 3-5 och fritidshem;36590494;Varberg;1383;Kommunal;Varbergs kommun;2120001249;133;51,1;35,3;57,9;.;.;45;43;45;.;.;.;.;Socioekonomiskt blandade områden;
Bockstensskolan F-2 och fritidshem;31680839;Varberg;1383;Kommunal;Varbergs kommun;2120001249;116;48,3;28,4;62,9;56;60;.;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Bosgårdsskolan 4-9;55731587;Varberg;1383;Kommunal;Varbergs kommun;2120001249;355;49,3;16,1;58,3;.;.;.;62;55;70;53;54;61;Områden med goda socioekonomiska förutsättningar;
Bosgårdsskolan F-3 och fritidshem;39064377;Varberg;1383;Kommunal;Varbergs kommun;2120001249;163;55,2;14,1;62,6;47;59;57;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Buaskolan F-6 och fritidshem;11061967;Varberg;1383;Kommunal;Varbergs kommun;2120001249;157;45,2;8,9;65,6;22;24;33;23;22;33;.;.;.;Områden med goda socioekonomiska förutsättningar;
Deromeskolan F-3 och fritidshem;44822255;Varberg;1383;Kommunal;Varbergs kommun;2120001249;88;47,7;5,7;70,5;39;27;22;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Furubergsskolan F-5 och fritidshem;60702782;Varberg;1383;Kommunal;Varbergs kommun;2120001249;268;49,3;7,8;85,8;48;48;48;66;58;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Göthriks skola F-6 och fritidshem;67801661;Varberg;1383;Kommunal;Varbergs kommun;2120001249;154;48,1;7,1;63,0;24;26;23;24;33;24;.;.;.;Områden med goda socioekonomiska förutsättningar;
Hagaskolan 4-9;26579492;Varberg;1383;Kommunal;Varbergs kommun;2120001249;259;46,3;36,3;51,7;.;.;.;32;47;37;45;43;55;Områden med goda socioekonomiska förutsättningar;
Hagaskolan F-3 och fritidshem;36022339;Varberg;1383;Kommunal;Varbergs kommun;2120001249;145;44,8;24,8;64,1;50;48;47;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Håstensskolan 6 och 7;44306555;Varberg;1383;Kommunal;Varbergs kommun;2120001249;218;50,0;18,8;74,8;.;.;.;.;.;110;108;.;.;Områden med goda socioekonomiska förutsättningar;
Håstensskolan 8 och 9;75684823;Varberg;1383;Kommunal;Varbergs kommun;2120001249;212;50,9;17,5;66,0;.;.;.;.;.;.;.;106;106;Områden med goda socioekonomiska förutsättningar;
Kung Karl skola F-6 och fritidshem;30677357;Varberg;1383;Kommunal;Varbergs kommun;2120001249;69;49,3;7,2;50,7;8;14;12;12;10;13;.;.;.;Områden med goda socioekonomiska förutsättningar;
Lindbergs skola 4-9;23521056;Varberg;1383;Kommunal;Varbergs kommun;2120001249;289;48,1;4,5;64,0;.;.;.;44;40;42;55;55;53;Uppgift saknas;
Lindbergs skola F-3 och fritidshem;52088732;Varberg;1383;Kommunal;Varbergs kommun;2120001249;114;42,1;..;68,4;38;41;35;.;.;.;.;.;.;Uppgift saknas;
Mariedalsskolan F-3 och fritidshem;62599057;Varberg;1383;Kommunal;Varbergs kommun;2120001249;214;50,5;21,0;65,4;62;78;74;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Påskbergsskolan 4-9;50675351;Varberg;1383;Kommunal;Varbergs kommun;2120001249;372;50,8;17,7;78,0;.;.;.;81;56;58;57;59;61;Områden med goda socioekonomiska förutsättningar;
Påskbergsskolan F-3 och fritidshem;42127916;Varberg;1383;Kommunal;Varbergs kommun;2120001249;150;50,0;20,7;78,7;50;49;50;1;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Rolfstorps skola 4-9;18002855;Varberg;1383;Kommunal;Varbergs kommun;2120001249;225;50,2;6,2;56,4;.;.;.;22;37;27;53;35;51;Områden med goda socioekonomiska förutsättningar;
Rolfstorps skola F-3 och fritidshem;17803296;Varberg;1383;Kommunal;Varbergs kommun;2120001249;51;47,1;..;58,8;10;27;14;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Sibbarps skola F-6 och fritidshem;24218413;Varberg;1383;Kommunal;Varbergs kommun;2120001249;57;42,1;8,8;66,7;4;11;13;3;17;9;.;.;.;Områden med goda socioekonomiska förutsättningar;
Skällinge skola F-3 och fritidshem;26737694;Varberg;1383;Kommunal;Varbergs kommun;2120001249;36;61,1;..;52,8;13;11;12;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Spannarps skola F-3 och fritidshem;45240035;Varberg;1383;Kommunal;Varbergs kommun;2120001249;27;48,1;..;70,4;9;7;11;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Trönninge skola 4-9;71449540;Varberg;1383;Kommunal;Varbergs kommun;2120001249;515;47,4;13,4;79,2;.;.;.;64;68;74;103;105;101;Områden med goda socioekonomiska förutsättningar;
Trönninge skola F-3 och fritidshem;14839197;Varberg;1383;Kommunal;Varbergs kommun;2120001249;219;44,3;16,0;76,7;90;63;66;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Vidhögeskolan 4-9;70460569;Varberg;1383;Kommunal;Varbergs kommun;2120001249;384;44,5;14,8;54,2;.;.;.;72;65;59;61;65;62;Områden med goda socioekonomiska förutsättningar;
Vidhögeskolan F-3 och fritidshem;24688208;Varberg;1383;Kommunal;Varbergs kommun;2120001249;120;43,3;16,7;51,7;35;38;47;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Väröbackaskolan 4-9;68613823;Varberg;1383;Kommunal;Varbergs kommun;2120001249;270;44,4;15,6;66,3;.;.;.;31;23;34;55;64;63;Områden med goda socioekonomiska förutsättningar;
Väröbackaskolan F-3 och fritidshem;94908515;Varberg;1383;Kommunal;Varbergs kommun;2120001249;99;47,5;10,1;57,6;36;28;35;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Varbergs Montessoriskola;68980561;Varberg;1383;Enskild;Varbergs Montessoriskola Ekonomisk förening;7164083417;46;39,1;13,0;82,6;13;17;16;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Kronängsskolan;48724676;Vaxholm;0187;Kommunal;Vaxholms kommun;2120002908;463;48,4;11,0;81,2;.;.;.;.;.;.;144;154;165;Områden med goda socioekonomiska förutsättningar;
Resarö skola;69909271;Vaxholm;0187;Kommunal;Vaxholms kommun;2120002908;338;49,4;4,1;92,0;60;56;52;59;61;50;.;.;.;Områden med mycket goda socioekonomiska förutsättningar;
Rindö skola;58338225;Vaxholm;0187;Kommunal;Vaxholms kommun;2120002908;71;53,5;..;74,6;16;14;4;16;14;7;.;.;.;Områden med goda socioekonomiska förutsättningar;
Söderfjärdsskolan;21576764;Vaxholm;0187;Kommunal;Vaxholms kommun;2120002908;239;44,4;10,5;76,6;27;34;52;39;38;49;.;.;.;Områden med goda socioekonomiska förutsättningar;
Vaxö skola;25772114;Vaxholm;0187;Kommunal;Vaxholms kommun;2120002908;203;51,7;15,3;78,8;26;19;40;49;29;40;.;.;.;Områden med goda socioekonomiska förutsättningar;
Noblaskolan Vellinge;15068529;Vellinge;1233;Enskild;Framtidskompassen AB;5567865943;423;45,6;8,5;72,3;38;39;53;51;50;46;48;50;48;Områden med goda socioekonomiska förutsättningar;
Noblaskolan Västra Ingelstad;44979671;Vellinge;1233;Enskild;Framtidskompassen AB;5567865943;407;41,5;8,4;81,8;48;48;47;46;48;44;41;42;43;Uppgift saknas;
Håslövs byaskola;56103239;Vellinge;1233;Enskild;Pimapos skola och fritids AB;5564946530;39;30,8;17,9;51,3;5;6;8;8;2;10;.;.;.;Områden med goda socioekonomiska förutsättningar;
Skanör Falsterbo Montessorisk.;46725455;Vellinge;1233;Enskild;Skanör Falsterbo Montessoriskola AB;5566270095;127;46,5;14,2;89,0;6;13;8;13;8;13;18;22;26;Områden med mycket goda socioekonomiska förutsättningar;
Bärnstenen - Vellinge resursskola;29298956;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;6;..;..;~100;.;.;.;.;.;.;3;1;2;Uppgift saknas;
Henriksdalskolan;17970468;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;184;40,2;7,1;88,0;25;25;43;40;27;24;.;.;.;Områden med mycket goda socioekonomiska förutsättningar;
Herrestorpskolan;16650439;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;424;50,7;17,5;74,3;50;51;46;48;50;30;52;47;50;Områden med goda socioekonomiska förutsättningar;
Hököpinge skola;10938309;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;246;48,8;13,8;82,5;51;43;50;41;30;31;.;.;.;Områden med goda socioekonomiska förutsättningar;
Ljungenskolan;41197162;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;491;52,1;9,6;92,7;43;47;50;53;47;49;69;70;63;Områden med mycket goda socioekonomiska förutsättningar;
Sandeplanskolan;71367825;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;439;52,2;10,7;87,7;49;41;46;43;46;54;46;55;59;Områden med mycket goda socioekonomiska förutsättningar;
Skanörs skola;46945514;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;376;46,0;8,8;92,8;38;41;37;40;43;48;46;42;41;Uppgift saknas;
Stora Hammars skola;24181728;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;426;48,8;9,4;81,0;44;39;45;49;53;46;57;47;46;Områden med mycket goda socioekonomiska förutsättningar;
Södervångskolan;28023150;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;396;48,7;12,9;74,5;35;24;41;49;40;54;43;48;62;Områden med goda socioekonomiska förutsättningar;
Tångvallaskolan;58994715;Vellinge;1233;Kommunal;Vellinge kommun;2120001033;303;41,9;9,2;84,5;22;29;41;44;37;41;24;32;33;Områden med mycket goda socioekonomiska förutsättningar;
Ängdalaskolan;11885832;Vellinge;1233;Enskild;Ängdala Skolor AB;5565279931;497;50,1;7,0;89,3;54;52;52;54;54;54;59;60;58;Områden med mycket goda socioekonomiska förutsättningar;
Vetlanda Friskola;13123046;Vetlanda;0685;Enskild;Hope Stiftelsen;8275007683;102;52,9;30,4;52,9;11;10;8;10;7;12;11;16;17;Områden med stora socioekonomiska utmaningar;
Björkö skola;32816449;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;83;59,0;..;60,2;18;10;8;19;16;12;.;.;.;Socioekonomiskt blandade områden;
Brunnsgårdsskolan;78156460;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;64;50,0;25,0;54,7;21;19;24;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Bäckseda skola;82758119;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;244;53,3;18,9;62,3;34;35;42;44;46;43;.;.;.;Områden med goda socioekonomiska förutsättningar;
Ekenässjöns skola;56483826;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;110;44,5;36,4;47,3;16;11;22;19;28;14;.;.;.;Socioekonomiskt blandade områden;
Holsby skola;18690556;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;167;49,7;15,6;49,1;23;22;31;30;26;35;.;.;.;Socioekonomiskt blandade områden;
Korsberga skola;59846405;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;123;47,2;12,2;57,7;21;25;23;21;17;16;.;.;.;Områden med goda socioekonomiska förutsättningar;
Kvillsfors skola;41045050;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;70;52,9;22,9;55,7;14;10;8;16;9;13;.;.;.;Socioekonomiskt blandade områden;
