namn,kategori,gata,lat,lon,stadsdel
3Sixty,Restaurang & Snabbmat,Sjövikskajen,59.3061695,18.0351583,Liljeholmen
Färgfabrikens Kafé,Restaurang & Snabbmat,Lövholmsbrinken,59.3153217,18.0193396,Liljeholmen
STC,Gym/Utomhusgym,Johan Skyttes Väg,59.2778284,18.0031991,Liseberg
Konstfack bibliotek,Bibliotek,LM Ericssons Väg,59.2998873,17.9941863,Midsommarkransen
Pizzeria Delize,Restaurang & Snabbmat,Skridskovägen,59.2939651,17.9768288,Västertorp
Piatto Fresco,Restaurang & Snabbmat,Årsta Skolgränd,59.3015269,18.0297314,Liljeholmen
Lulu,Restaurang & Snabbmat,Tellusborgsvägen,59.2979966,18.0023627,Västberga
Skin Team,Vårdcentral,Fruängsgatan,59.2846062,17.9604355,Fruängen
My Favorit Grill,Restaurang & Snabbmat,Doktor Widerströms Gata,59.2853426,17.95617,Fruängen
Fruängens Trafikskola,Trafikskola,Fruängsgatan,59.284921,17.961645,Fruängen
Sushi & Poke,Restaurang & Snabbmat,Vantörsvägen,59.2861904,17.9532279,Fruängen
Il Forno,Restaurang & Snabbmat,Vantörsvägen,59.2863117,17.9507629,Fruängen
STC,Gym/Utomhusgym,Vantörsvägen,59.2864995,17.9537332,Fruängen
Grill&Wok Stugan,Restaurang & Snabbmat,Varuvägen,59.2717762,18.0071086,Älvsjö
Sushi Kawa,Restaurang & Snabbmat,Fruängstorget,59.2858028,17.9638267,Fruängen
Nordic Wellness,Gym/Utomhusgym,Elsa Brändströms Gata,59.2868351,17.9640998,Fruängen
Fruängens Tandläkare,Tandläkare,Elsa Brändströms Gata,59.2884181,17.9629296,Fruängen
Fruängstandläkarna,Tandläkare,Elsa Brändströms Gata,59.2882672,17.9630587,Fruängen
Fruängens Familjetandvård,Tandläkare,Hanna Paulis Gata,59.2867241,17.9635245,Fruängen
Babas,Restaurang & Snabbmat,Fruängstorget,59.2857997,17.9639333,Fruängen
Fruängen Dental,Tandläkare,Fruängsgången,59.285451,17.9637336,Fruängen
Home Food,Restaurang & Snabbmat,Fruängsplan,59.2859601,17.9652138,Fruängen
Folktandvården,Tandläkare,Västertorpsplan,59.2925671,17.9689012,Västertorp
Surdegspizza,Restaurang & Snabbmat,Vasaloppsvägen,59.2937752,17.9655439,Västertorp
Västertorps Hjärta,Restaurang & Snabbmat,Störtloppsvägen,59.2936722,17.9672747,Västertorp
Vår Pizza,Restaurang & Snabbmat,Västertorpsplan,59.2924658,17.9689861,Västertorp
Samtal Dental,Tandläkare,Jordkabelgatan,59.2822406,18.0020749,Älvsjö
Goal Vision Dream,Gym/Utomhusgym,Kabelverksgatan,59.282684,18.0013459,Älvsjö
Maritza Fixar,Vårdcentral,Götalandsvägen,59.2802531,18.0130392,Älvsjö
Älvsjö Tandvård,Tandläkare,Prästgårdsgränd,59.280285,18.0112353,Älvsjö
STC,Gym/Utomhusgym,Götalandsvägen,59.279558,18.0106482,Älvsjö
The Garden,Restaurang & Snabbmat,Mässvägen,59.2767476,18.0113337,Liseberg
Ichiban,Restaurang & Snabbmat,Skridskovägen,59.2940655,17.9767838,Västertorp
Axelsbergs Tandläkarna,Tandläkare,Selmedalsvägen,59.3046899,17.9740205,Hägersten
Cachay,Kafé,Skridskovägen,59.2940156,17.976807,Västertorp
Tang Ji,Restaurang & Snabbmat,Axelsbergs Torg,59.3042013,17.9748353,Hägersten
Tandläkare,Tandläkare,Hägerstensvägen,59.3009479,17.9580862,Hägersten
Brödernas,Restaurang & Snabbmat,Brådstupsvägen,59.3041131,17.9589797,Hägersten
Catarina,Restaurang & Snabbmat,Sparbanksvägen,59.2951096,17.9838697,Hägerstensåsen
Topoli,Restaurang & Snabbmat,Korpmossevägen,59.2910859,17.9904856,Västberga
Holy Kebab,Restaurang & Snabbmat,Telefonplan,59.2990773,17.9955577,Midsommarkransen
Texas Longhorn,Restaurang & Snabbmat,Telefonplan,59.2990535,17.9950864,Midsommarkransen
Brödernas,Restaurang & Snabbmat,LM Ericssons Väg,59.2990343,17.9952838,Midsommarkransen
Gigis Hörna,Restaurang & Snabbmat,Tellusgången,59.2987978,17.9896584,Midsommarkransen
Nataljas Medicinska Fotvård,Vårdcentral,Midsommarvägen,59.2995544,18.0046911,Midsommarkransen
Skog,Gym/Utomhusgym,Tellusborgsvägen,59.2992941,18.0038141,Västberga
Mitt Gym,Gym/Utomhusgym,Tellusborgsvägen,59.2987718,18.0020897,Västberga
stc,Gym/Utomhusgym,Midsommargränd,59.2989891,18.0036417,Västberga
Noli Deli,Restaurang & Snabbmat,Midsommarparken,59.3012561,18.0120163,Midsommarkransen
Målarverkstadens Bistro,Kafé,Hägerstensvägen,59.3054014,17.9937227,Aspudden
Thurson & Engquist,Tandläkare,Botvidsgatan,59.3060239,17.9982697,Aspudden
Bara Yoga,Gym/Utomhusgym,Schlytersvägen,59.3067148,18.0003357,Aspudden
STC,Gym/Utomhusgym,Klacktorget,59.2868632,18.0099703,Solberga
Lokanta,Restaurang & Snabbmat,Kristalltorget,59.2899188,17.9989496,Solberga
Restaurang & Snabbmat,Restaurang & Snabbmat,Kristalltorget,59.290128,17.9996432,Solberga
Tandvård,Tandläkare,Örby Slottsväg,59.2802409,18.0337115,Örby slott
Hägerstens trafikskola,Trafikskola,Hägerstensvägen,59.3058983,18.0076915,Aspudden
Kim Ban Ban,Restaurang & Snabbmat,Nybohovsbacken,59.3095202,18.021603,Liljeholmen
Gym/Utomhusgym,Gym/Utomhusgym,Tellusborgsvägen,59.3004082,18.0045074,Midsommarkransen
Johan Skytteskolans utegym,Gym/Utomhusgym,Västerängsvägen,59.277314,17.9829224,Älvsjö
Dentalisterna,Tandläkare,Liljeholmsvägen,59.3118095,18.024004,Liljeholmen
Thelins konditori,Kafé,Gröndalsvägen,59.3154302,18.0013803,Gröndal
Beirut Lounge,Restaurang & Snabbmat,Fruängstorget,59.2857974,17.9640318,Fruängen
Café Nero,Kafé,Liljeholmstorget,59.3097814,18.022905,Liljeholmen
Il Forno,Restaurang & Snabbmat,Liljeholmstorget,59.309555,18.0220841,Liljeholmen
Kebab-ish,Restaurang & Snabbmat,Liljeholmstorget,59.3097263,18.022769,Liljeholmen
Naked fish,Restaurang & Snabbmat,Fågeltorget,59.3055101,17.9931902,Aspudden
La Casa de Planka,Restaurang & Snabbmat,Klockhusgränd,59.2810236,18.0003712,Liseberg
Magic Masala,Restaurang & Snabbmat,Nioörtsvägen,59.3015599,18.016121,Midsommarkransen
Midsommarkransens trafikskola,Trafikskola,Tegelbruksvägen,59.3025534,18.014335,Midsommarkransen
Smash N Grab,Restaurang & Snabbmat,Fredsborgsgatan,59.3059707,18.0303074,Liljeholmen
Kringelgården Kransen,Kafé,Radiusbacken,59.2985575,18.0029163,Västberga
Lisebergs vårdcentral,Vårdcentral,Annebodavägen,59.2848365,18.0303853,Älvsjö
Lekplats,Lekplats,Pingstvägen,59.301087,17.9937606,Midsommarkransen
Lugnet,Lekplats,Terrängvägen,59.2942412,17.9700555,Västertorp
Kristallparken,Lekplats,Sulvägen,59.2871487,18.0034603,Solberga
Lekplats,Lekplats,Elsa Borgs Gata,59.2828065,17.9659617,Fruängen
Lekplatsen Solhatten,Lekplats,Elsa Borgs Gata,59.283478,17.9673044,Fruängen
Lekplats,Lekplats,Fruängsgatan,59.284193,17.9681413,Fruängen
Lekplats,Lekplats,Lina Sandells Plan,59.2837588,17.9601189,Fruängen
Lekplats,Lekplats,Lina Sandells Plan,59.2845656,17.9610146,Fruängen
Pizzeria Lugano,Restaurang & Snabbmat,Fredrika Bremers Gata,59.2835794,17.970829,Fruängen
Lekplats,Lekplats,Elin Wägners Gata,59.2852541,17.9726617,Fruängen
Lekplats,Lekplats,Elin Wägners Gata,59.2859825,17.9710023,Fruängen
Lekplats,Lekplats,Elin Wägners Gata,59.2844173,17.9718698,Fruängen
Lekplats,Lekplats,Ellen Keys Gata,59.2882191,17.9662852,Fruängen
Lekplats,Lekplats,Fredrika Bremers Gata,59.2871324,17.9714389,Fruängen
Lekplats,Lekplats,Hanna Paulis Gata,59.2876557,17.9618021,Fruängen
Lekplats,Lekplats,Hanna Paulis Gata,59.2867196,17.9629663,Fruängen
Lekplats,Lekplats,Hanna Paulis Gata,59.2871711,17.9619961,Fruängen
Parkleken Vippan,Lekplats,Elin Wägners Gata,59.2868424,17.9696987,Fruängen
Lekplats,Lekplats,Eva Bonniers Gata,59.2856931,17.9605601,Fruängen
Lekplats,Lekplats,Doktor Widerströms Gata,59.2850186,17.9588585,Fruängen
Hamburgarprinsen,Restaurang & Snabbmat,Doktor Widerströms Gata,59.2853476,17.9561503,Fruängen
Lekplats,Lekplats,Doktor Widerströms Gata,59.2871093,17.9581462,Fruängen
Lekplats,Lekplats,Doktor Widerströms Gata,59.2864981,17.9574888,Fruängen
Storhagen,Lekplats,Herrängsvägen,59.2754336,17.9612046,Älvsjö
Fruktparken,Lekplats,Liljeholmsgränd,59.3110715,18.022184,Liljeholmen
Tre kungars lund,Lekplats,Tre kungars lund,59.284972,18.0237632,Älvsjö
Lidl,Matbutik,Elisabeth Tamms Gata,59.285627,17.9544506,Fruängen
Coop Mälarhöjden,Matbutik,Hägerstensvägen,59.3013291,17.9573872,Hägersten
Lekplats,Lekplats,Fem Fålars Brunn,59.2847863,18.0268878,Älvsjö
Lekplats,Lekplats,Mickelsbergsvägen,59.2866784,17.975077,Fruängen
Långbro värdshus,Restaurang & Snabbmat,Stora Mans väg,59.282823,17.9708426,Älvsjö
Arkenparken,Lekplats,Torsslowsbacken,59.3062412,17.9769444,Hägersten
Lekplats,Lekplats,Mästarbacken,59.2981977,17.9431737,Mälarhöjden
Johannisdalsparken,Lekplats,Sankt Mickelsgatan,59.2964066,17.957966,Mälarhöjden
Pandaparken,Lekplats,Nybohovsgränd,59.3076543,18.0177308,Liljeholmen
Schlytersparken,Lekplats,Schlytersvägen,59.3067827,18.0073509,Aspudden
Parklek Sjörövarparken,Lekplats,Smaragdstigen,59.2814003,18.008867,Solberga
Apelsinen,Lekplats,Apelsinstigen,59.2839465,18.0145002,Solberga
Lekplats,Lekplats,Pilgrimsvägen,59.3051419,18.0026426,Aspudden
Lekplats,Lekplats,Näbbskostigen,59.2883133,18.014647,Solberga
Gunnars Pizzeria,Restaurang & Snabbmat,Herrängsvägen,59.2757484,17.9612266,Älvsjö
Klämman,Lekplats,Sylvestergatan,59.2864615,18.0287083,Älvsjö
Park Folkets Hus,Biograf,Götalandsvägen,59.2831582,18.0272566,Liseberg
Eolshälls 4 H-gård,Kafé,Eolshällsvägen,59.3078856,17.9694819,Hägersten
Lekplats,Lekplats,Ekensbergsvägen,59.3156447,17.9932308,Gröndal
Lekplats,Lekplats,Gröndalsvägen,59.3153829,18.0092357,Gröndal
Lekplats,Lekplats,Örnbacken,59.30927,17.9876444,Aspudden
Lekplats,Lekplats,Selmedalsvägen,59.3049254,17.9733691,Hägersten
Lekplats,Lekplats,Selmedalsvägen,59.3047878,17.9700238,Hägersten
Lekplats,Lekplats,Selmedalsvägen,59.3048481,17.9711576,Hägersten
Lekplats,Lekplats,Selmedalsvägen,59.3048825,17.9722869,Hägersten
Lekplats,Lekplats,Gröndalsvägen,59.3165046,18.0116344,Gröndal
Lekplats,Lekplats,Ekensbergsvägen,59.3161037,17.9924057,Gröndal
Lekplats,Lekplats,Juvelerarvägen,59.2879036,17.9934344,Solberga
Lekplats,Lekplats,Smyckegränd,59.2863928,17.9960799,Solberga
Lekplats,Lekplats,Korpmossevägen,59.2947442,17.9896157,Västberga
Lekplats,Lekplats,Fregattvägen,59.312684,18.0007917,Gröndal
Lekplats,Lekplats,Hövdingagatan,59.3068798,17.9918246,Aspudden
Lekplats,Lekplats,Botvidsgatan,59.3062938,17.9992611,Aspudden
Lekplats,Lekplats,Hägerstensvägen,59.3054169,17.9914834,Aspudden
Lekplats,Lekplats,Hägerstensvägen,59.3052971,17.9901362,Aspudden
Lekplats,Lekplats,Hägerstensvägen,59.3053371,17.990788,Aspudden
Lekplats,Lekplats,Örnsbergsvägen,59.3057595,17.9890531,Aspudden
Lekplats,Lekplats,Mellanbergsvägen,59.2910102,17.9896217,Västberga
Lekplats,Lekplats,Räfsestigen,59.2857402,17.9818039,Älvsjö
Lekplats,Lekplats,Karossvägen,59.2859727,17.981471,Älvsjö
Daisy's express,Restaurang & Snabbmat,Elektravägen,59.2952544,18.0109716,Västberga
Café Uddvillan,Kafé,Klubbensborgsvägen,59.3076706,17.9584891,Hägersten
Lekplats,Lekplats,Skidskyttevägen,59.2910129,17.9712767,Västertorp
Lekplats,Lekplats,Sigfridsvägen,59.3089453,18.0063838,Aspudden
Lekplats,Lekplats,Örnbacken,59.3095221,17.9900789,Aspudden
Lekplats,Lekplats,Ekensbergsvägen,59.3147349,17.9899842,Gröndal
Båtparken,Lekplats,Sedelvägen,59.2952972,17.9817846,Hägerstensåsen
Lekplats,Lekplats,Dymlingsgränd,59.290627,17.9862774,Hägerstensåsen
Lekplats,Lekplats,Tomträttsvägen,59.2941919,17.9833147,Hägerstensåsen
Lekplats,Lekplats,Gröndalsvägen,59.3141693,17.9905113,Gröndal
Gym/Utomhusgym,Gym/Utomhusgym,Älvsjöskogens elljusspår,59.2650237,17.9966321,Långsjö
Lekplats,Lekplats,Gösta Ekmans väg,59.3028637,17.9818054,Hägersten
Långbro bakficka,Kafé,Stora Kvinns Väg,59.2818034,17.9715299,Älvsjö
Lekplats,Lekplats,Korpmossevägen,59.292797,17.9894293,Västberga
Lekplats,Lekplats,Gösta Ekmans väg,59.3034228,17.9845761,Hägersten
Lekplats,Lekplats,Piruettvägen,59.2935954,17.9785477,Hägerstensåsen
Lekplats,Lekplats,Hägerstensvägen,59.3056737,17.9940364,Aspudden
Lekplats,Lekplats,Tordyvelvägen,59.276096,17.9845351,Älvsjö
Lekplats,Lekplats,Konvaljestigen,59.2758612,17.9704502,Älvsjö
Lekplats,Lekplats,Cedergrensvägen,59.3025709,18.0028615,Midsommarkransen
Gym/Utomhusgym,Gym/Utomhusgym,Personnevägen,59.2912146,17.9814735,Hägerstensåsen
Lekplats,Lekplats,Dansbanevägen,59.2955151,18.0091991,Västberga
Lekplats,Lekplats,Elektravägen,59.2952243,18.0088472,Västberga
Lekplats,Lekplats,Elektravägen,59.2947361,18.0084906,Västberga
Tågparken,Lekplats,Midsommarparken,59.3010938,18.0124815,Midsommarkransen
Lekplats,Lekplats,Aspuddsstigen,59.3083414,17.9951682,Aspudden
Lekplats,Lekplats,Aspuddsstigen,59.3086413,17.9958374,Aspudden
Lekplats,Lekplats,Torsten Almsstigen,59.3085675,17.9942743,Aspudden
Lekplats,Lekplats,Örnbacken,59.3093412,17.9885182,Aspudden
Lekplats,Lekplats,Torsten Alms Gata,59.3091886,17.9862516,Aspudden
Lekplats,Lekplats,Sigurd Rings Gata,59.3093829,17.9928607,Aspudden
Lekplats,Lekplats,Hägerstensvägen,59.3040874,17.9826483,Hägersten
Lekplats,Lekplats,Gösta Ekmans väg,59.3034249,17.9796788,Hägersten
Lekplats,Lekplats,Terrängvägen,59.2940854,17.9693965,Västertorp
Lekplats,Lekplats,Terrängvägen,59.2943289,17.9701766,Västertorp
Lekplats,Lekplats,Terrängvägen,59.2939612,17.9700842,Västertorp
Lekplats,Lekplats,Standarvägen,59.2765852,18.0036235,Liseberg
Lekplats,Lekplats,Styrbjörnsvägen,59.3099007,18.0005078,Aspudden
Lekplats,Lekplats,Nybodaringen,59.3048544,18.0256745,Liljeholmen
Lekplats,Lekplats,Nybodaringen,59.304753,18.024029,Liljeholmen
Lekplats,Lekplats,Trekantsstranden,59.3136884,18.0161082,Liljeholmen
Lekplats,Lekplats,Hildebergsvägen,59.3028169,18.0283699,Liljeholmen
Lekplats,Lekplats,Klensmedsvägen,59.2952499,17.9986178,Västberga
Lekplats,Lekplats,Ellen Fries Gata,59.2882923,17.9716815,Fruängen
Lekplats,Lekplats,Elsa Brändströms Gata,59.2879084,17.9774308,Fruängen
Lekplats,Lekplats,Elsa Brändströms Gata,59.2879344,17.9734759,Fruängen
Lekplats,Lekplats,Backvindeln,59.297713,17.946049,Mälarhöjden
Lekplats,Lekplats,Backvindeln,59.2982176,17.9476918,Mälarhöjden
Lekplats,Lekplats,Hildebergsvägen,59.3038312,18.0278501,Liljeholmen
Lekplats,Lekplats,Sturehillsvägen,59.3035153,18.0318319,Liljeholmen
Lekplats,Lekplats,Sjöviksbacken,59.3045217,18.0288372,Liljeholmen
Lekplats,Lekplats,Nybohovsbacken,59.3072373,18.0149026,Liljeholmen
Lekplats,Lekplats,Nybohovsbacken,59.3094402,18.0136908,Liljeholmen
Lekplats,Lekplats,Sjöviksvägen,59.305502,18.0373301,Liljeholmen
Lekplats,Lekplats,Terrängvägen,59.2920811,17.9634116,Västertorp
Lekplats,Lekplats,Terrängvägen,59.2915282,17.9647205,Västertorp
Lekplats,Lekplats,Terrängvägen,59.2923007,17.9646263,Västertorp
Lekplats,Lekplats,Domargränd,59.2921334,17.9667836,Västertorp
Lekplats,Lekplats,Vasaloppsvägen,59.2936644,17.9661966,Västertorp
Lekplats,Lekplats,,59.2935138,17.9633416,Västertorp
Lekplats,Lekplats,Vasaloppsvägen,59.2927394,17.9624268,Västertorp
Lekplats,Lekplats,Isgränd,59.291388,17.9680901,Västertorp
Lekplats,Lekplats,Västertorpsvägen,59.2905198,17.9684915,Västertorp
Lekplats,Lekplats,Klensmedsvägen,59.2951395,17.9995557,Västberga
Lekplats,Lekplats,Sturehillsvägen,59.3026556,18.0308653,Liljeholmen
Lekplats,Lekplats,Fregattvägen,59.3129195,18.0010809,Gröndal
Lekplats,Lekplats,Nybodaringen,59.3049968,18.0255274,Liljeholmen
Lekplats,Lekplats,Årsta Skolgränd,59.302216,18.031414,Liljeholmen
Lekplats,Lekplats,Sjöviksbacken,59.3047207,18.0301015,Liljeholmen
Lekplats,Lekplats,Sannadalsvägen,59.3146938,18.0132614,Gröndal
Lekplats,Lekplats,Ljusstöparbacken,59.3141886,18.0107816,Gröndal
Mastparken,Lekplats,Bryggvägen,59.3158526,17.9982854,Gröndal
Sannadalsparkens utegym,Gym/Utomhusgym,Gröndalsvägen,59.3150089,18.0085257,Gröndal
Lekplats,Lekplats,Gröndalsvägen,59.3150309,17.9861643,Gröndal
Liljeholmens utegym,Gym/Utomhusgym,Liljeholmsgränd,59.3106174,18.0205876,Liljeholmen
Lekplats,Lekplats,Gröndalsvägen,59.3152632,17.9894619,Gröndal
Lekplats,Lekplats,Gröndalsvägen,59.3152142,17.9885647,Gröndal
Lekplats,Lekplats,Svartlösavägen,59.2737193,17.9776202,Älvsjö
Fågelparken,Lekplats,Aspuddsstigen,59.3080827,17.9841934,Aspudden
Lekplats,Lekplats,Mästarbacken,59.2986681,17.9437829,Mälarhöjden
Lekplats,Lekplats,Sturehillsvägen,59.3027555,18.0315241,Liljeholmen
Lekplats,Lekplats,Sjövikstorget,59.307854,18.029127,Liljeholmen
Blixtparken,Lekplats,Nybohovsbacken,59.309063,18.0179701,Liljeholmen
Lekplats,Lekplats,Oktobergatan,59.3016053,18.0058844,Midsommarkransen
Lekplats,Lekplats,Vattenledningsvägen,59.3006608,18.0050278,Midsommarkransen
Lekplats,Lekplats,Tellusborgsvägen,59.3015448,18.0054177,Midsommarkransen
Midsommarköket,Kafé,Tellusborgsvägen,59.3008355,18.004508,Midsommarkransen
Lekplats,Lekplats,Sylvestergatan,59.2874314,18.0276342,Älvsjö
Lekplats,Lekplats,Mälsåkersvägen,59.2805162,18.0286972,Örby slott
Lekplats,Lekplats,Rävsnäsvägen,59.2800356,18.0270507,Örby slott
Lekplats,Lekplats,Vattenledningsvägen,59.3022227,18.0079737,Midsommarkransen
Lekplats,Lekplats,Sjöviksvägen,59.305432,18.0365934,Liljeholmen
Lekplats,Lekplats,Sjöviksvägen,59.3056007,18.0368085,Liljeholmen
Utegym,Gym/Utomhusgym,Vinterviksvägen,59.3117506,18.0025198,Gröndal
Lekplatsen Ada Nilsson,Lekplats,Ada Nilssons gata,59.2844051,17.9560886,Fruängen
Lekplats,Lekplats,Ada Nilssons gata,59.2836804,17.9566138,Fruängen
Lekplats,Lekplats,Liljeholmsgränd,59.3110246,18.0225364,Liljeholmen
Lekplats,Lekplats,Cedergrensvägen,59.302719,18.002662,Midsommarkransen
Lekplats,Lekplats,Cedergrensvägen,59.3028075,18.0027238,Midsommarkransen
Lekplats,Lekplats,Cedergrensvägen,59.3028772,18.0028384,Midsommarkransen
Lekplats,Lekplats,Selmedalsringen,59.3069467,17.9792219,Hägersten
Lekplats,Lekplats,Katrinebergsbacken,59.3117019,18.0269593,Liljeholmen
Lekplats,Lekplats,Katrinebergsbacken,59.3115473,18.0263545,Liljeholmen
Lekplats,Lekplats,Glasbjörksvägen,59.278695,17.9801065,Älvsjö
Lekplats,Lekplats,Karin Boyes gata,59.2806896,17.9583986,Fruängen
Lekplats,Lekplats,Stövelvägen,59.2867138,18.0079936,Solberga
Lekplats,Lekplats,Herbariegränd,59.3032761,18.0168782,Liljeholmen
Lekplats,Lekplats,Telefonvägen,59.2994264,18.001098,Midsommarkransen
Lekplats,Lekplats,Personnevägen,59.2914217,17.9808894,Hägerstensåsen
Lekplats,Lekplats,Hultgränd,59.2824295,17.9751216,Älvsjö
Lekplats,Lekplats,Årstadalsinfarten,59.3076001,18.0259084,Liljeholmen
